EventNum, EventIDType, EventName, EventData
220,3,pass,0
221,2,tackle,80
222,2,tackle,111
223,2,tackle,73
224,3,pass,0
225,3,pass,0
226,1,kick,0
227,3,pass,0
228,2,tackle,104
229,1,kick,0
230,1,kick,0
231,3,pass,0
232,2,tackle,84
233,2,tackle,116
234,3,pass,0
235,3,pass,0
236,2,tackle,102
237,3,pass,0
238,3,pass,0
239,2,tackle,101
240,2,tackle,113
241,2,tackle,102
242,3,pass,0
243,2,tackle,94
244,2,tackle,105
245,2,tackle,111
246,3,pass,0
247,2,tackle,101
248,2,tackle,81
249,1,kick,0
250,3,pass,0
251,1,kick,0
252,2,tackle,78
253,1,kick,0
254,1,kick,0
255,3,pass,0
256,3,pass,0
257,1,kick,0
258,3,pass,0
259,3,pass,0
260,3,pass,0
261,2,tackle,91
262,1,kick,0
263,2,tackle,69
264,3,pass,0
265,3,pass,0
266,3,pass,0
267,2,tackle,112
268,2,tackle,105
269,3,pass,0
270,2,tackle,105
271,3,pass,0
272,3,pass,0
273,3,pass,0
274,3,pass,0
275,3,pass,0
276,3,pass,0
277,1,kick,0
278,3,pass,0
279,1,kick,0
280,3,pass,0
281,3,pass,0
282,3,pass,0
283,2,tackle,100
284,3,pass,0
285,3,pass,0
286,1,kick,0
287,3,pass,0
288,2,tackle,86
289,1,kick,0
290,2,tackle,94
291,2,tackle,109
292,1,kick,0
293,2,tackle,94
294,3,pass,0
295,2,tackle,104
296,3,pass,0
297,1,kick,0
298,1,kick,0
299,2,tackle,115
300,3,pass,0
301,1,kick,0
302,2,tackle,69
303,1,kick,0
304,3,pass,0
305,3,pass,0
306,2,tackle,104
307,3,pass,0
308,1,kick,0
309,3,pass,0
310,3,pass,0
311,1,kick,0
312,2,tackle,86
313,1,kick,0
314,1,kick,0
315,2,tackle,76
316,3,pass,0
317,2,tackle,102
318,2,tackle,94
319,3,pass,0
320,1,kick,0
321,1,kick,0
322,3,pass,0
323,1,kick,0
324,3,pass,0
325,1,kick,0
326,2,tackle,94
327,1,kick,0
328,2,tackle,113
329,2,tackle,88
330,3,pass,0
331,3,pass,0
332,1,kick,0
333,1,kick,0
334,3,pass,0
335,1,kick,0
336,1,kick,0
337,1,kick,0
338,2,tackle,72
339,2,tackle,83
340,3,pass,0
341,3,pass,0
342,2,tackle,105
343,2,tackle,93
344,3,pass,0
345,1,kick,0
346,1,kick,0
347,1,kick,0
348,3,pass,0
349,2,tackle,90
350,2,tackle,84
351,1,kick,0
352,2,tackle,103
353,1,kick,0
354,3,pass,0
355,3,pass,0
356,1,kick,0
357,3,pass,0
358,2,tackle,75
359,3,pass,0
360,3,pass,0
361,2,tackle,108
362,2,tackle,76
363,3,pass,0
364,2,tackle,111
365,1,kick,0
366,2,tackle,108
367,1,kick,0
368,2,tackle,107
369,1,kick,0
370,3,pass,0
371,1,kick,0
372,1,kick,0
373,1,kick,0
374,3,pass,0
375,1,kick,0
376,2,tackle,89
377,2,tackle,105
378,1,kick,0
379,1,kick,0
380,2,tackle,92
381,3,pass,0
382,2,tackle,74
383,1,kick,0
384,2,tackle,97
385,3,pass,0
386,3,pass,0
387,1,kick,0
388,2,tackle,93
389,1,kick,0
390,2,tackle,112
391,2,tackle,91
392,2,tackle,96
393,2,tackle,116
394,1,kick,0
395,2,tackle,106
396,1,kick,0
397,2,tackle,78
398,2,tackle,111
399,1,kick,0
400,2,tackle,76
401,1,kick,0
402,1,kick,0
403,1,kick,0
404,3,pass,0
405,1,kick,0
406,3,pass,0
407,2,tackle,93
408,3,pass,0
409,2,tackle,66
410,2,tackle,92
411,3,pass,0
412,1,kick,0
413,2,tackle,82
414,3,pass,0
415,3,pass,0
416,1,kick,0
417,2,tackle,105
418,2,tackle,77
419,1,kick,0
420,3,pass,0
421,3,pass,0
422,3,pass,0
423,3,pass,0
424,3,pass,0
425,3,pass,0
426,1,kick,0
427,3,pass,0
428,1,kick,0
429,1,kick,0
430,3,pass,0
431,1,kick,0
432,3,pass,0
433,2,tackle,82
434,1,kick,0
435,3,pass,0
436,1,kick,0
437,3,pass,0
438,2,tackle,115
439,1,kick,0
440,1,kick,0
441,2,tackle,76
442,3,pass,0
443,1,kick,0
444,1,kick,0
445,3,pass,0
446,1,kick,0
447,1,kick,0
448,1,kick,0
449,2,tackle,102
450,2,tackle,69
451,1,kick,0
452,1,kick,0
453,3,pass,0
454,2,tackle,88
455,3,pass,0
456,3,pass,0
457,1,kick,0
458,2,tackle,99
459,3,pass,0
460,3,pass,0
461,1,kick,0
462,3,pass,0
463,3,pass,0
464,3,pass,0
465,1,kick,0
466,2,tackle,98
467,2,tackle,101
468,3,pass,0
469,2,tackle,104
470,2,tackle,90
471,1,kick,0
472,3,pass,0
473,1,kick,0
474,2,tackle,103
475,1,kick,0
476,3,pass,0
477,1,kick,0
478,2,tackle,112
479,3,pass,0
480,1,kick,0
481,3,pass,0
482,1,kick,0
483,2,tackle,85
484,2,tackle,112
485,3,pass,0
486,2,tackle,114
487,3,pass,0
488,3,pass,0
489,2,tackle,73
490,3,pass,0
491,2,tackle,74
492,1,kick,0
493,3,pass,0
494,1,kick,0
495,2,tackle,94
496,1,kick,0
497,3,pass,0
498,2,tackle,69
499,3,pass,0
500,1,kick,0
501,1,kick,0
502,3,pass,0
503,2,tackle,92
504,3,pass,0
505,1,kick,0
506,3,pass,0
507,2,tackle,112
508,1,kick,0
509,1,kick,0
510,1,kick,0
511,3,pass,0
512,1,kick,0
513,2,tackle,80
514,3,pass,0
515,3,pass,0
516,3,pass,0
517,2,tackle,101
518,1,kick,0
519,2,tackle,115
520,3,pass,0
521,3,pass,0
522,3,pass,0
523,1,kick,0
524,1,kick,0
525,1,kick,0
526,2,tackle,81
527,3,pass,0
528,1,kick,0
529,3,pass,0
530,1,kick,0
531,2,tackle,99
532,3,pass,0
533,1,kick,0
534,1,kick,0
535,3,pass,0
536,1,kick,0
537,2,tackle,83
538,2,tackle,87
539,1,kick,0
540,3,pass,0
541,1,kick,0
542,2,tackle,98
543,1,kick,0
544,2,tackle,107
545,3,pass,0
546,3,pass,0
547,3,pass,0
548,3,pass,0
549,2,tackle,86
550,3,pass,0
551,3,pass,0
552,3,pass,0
553,1,kick,0
554,2,tackle,92
555,1,kick,0
556,1,kick,0
557,2,tackle,100
558,2,tackle,80
559,1,kick,0
560,1,kick,0
561,1,kick,0
562,2,tackle,99
563,2,tackle,71
564,2,tackle,102
565,1,kick,0
566,3,pass,0
567,3,pass,0
568,3,pass,0
569,1,kick,0
570,1,kick,0
571,1,kick,0
572,1,kick,0
573,1,kick,0
574,1,kick,0
575,2,tackle,77
576,1,kick,0
577,3,pass,0
578,2,tackle,99
579,3,pass,0
580,3,pass,0
581,2,tackle,116
582,2,tackle,94
583,3,pass,0
584,3,pass,0
585,3,pass,0
586,3,pass,0
587,1,kick,0
588,3,pass,0
589,1,kick,0
590,3,pass,0
591,2,tackle,79
592,1,kick,0
593,1,kick,0
594,3,pass,0
595,3,pass,0
596,1,kick,0
597,2,tackle,86
598,3,pass,0
599,1,kick,0
600,2,tackle,113
601,1,kick,0
602,1,kick,0
603,2,tackle,115
604,1,kick,0
605,1,kick,0
606,1,kick,0
607,2,tackle,116
608,2,tackle,110
609,1,kick,0
610,3,pass,0
611,3,pass,0
612,3,pass,0
613,3,pass,0
614,3,pass,0
615,2,tackle,92
616,1,kick,0
617,2,tackle,85
618,1,kick,0
619,3,pass,0
620,2,tackle,116
621,3,pass,0
622,1,kick,0
623,2,tackle,77
624,3,pass,0
625,1,kick,0
626,1,kick,0
627,2,tackle,103
628,3,pass,0
629,1,kick,0
630,2,tackle,67
631,3,pass,0
632,1,kick,0
633,3,pass,0
634,1,kick,0
635,1,kick,0
636,2,tackle,87
637,2,tackle,73
638,3,pass,0
639,3,pass,0
640,2,tackle,76
641,1,kick,0
642,3,pass,0
643,2,tackle,109
644,3,pass,0
645,2,tackle,111
646,1,kick,0
647,2,tackle,109
648,3,pass,0
649,1,kick,0
650,1,kick,0
651,2,tackle,98
652,3,pass,0
653,2,tackle,115
654,2,tackle,112
655,2,tackle,83
656,2,tackle,75
657,3,pass,0
658,3,pass,0
659,2,tackle,113
660,1,kick,0
661,3,pass,0
662,2,tackle,66
663,3,pass,0
664,1,kick,0
665,1,kick,0
666,3,pass,0
667,2,tackle,100
668,2,tackle,90
669,2,tackle,105
670,1,kick,0
671,3,pass,0
672,3,pass,0
673,1,kick,0
674,2,tackle,76
675,2,tackle,87
676,2,tackle,82
677,1,kick,0
678,1,kick,0
679,1,kick,0
680,1,kick,0
681,2,tackle,89
682,2,tackle,92
683,2,tackle,85
684,1,kick,0
685,1,kick,0
686,3,pass,0
687,2,tackle,97
688,3,pass,0
689,3,pass,0
690,2,tackle,72
691,1,kick,0
692,1,kick,0
693,3,pass,0
694,2,tackle,85
695,2,tackle,105
696,1,kick,0
697,3,pass,0
698,2,tackle,67
699,2,tackle,107
700,2,tackle,113
701,2,tackle,97
702,3,pass,0
703,3,pass,0
704,1,kick,0
705,2,tackle,95
706,2,tackle,109
707,1,kick,0
708,2,tackle,66
709,3,pass,0
710,2,tackle,84
711,3,pass,0
712,1,kick,0
713,3,pass,0
714,3,pass,0
715,2,tackle,97
716,3,pass,0
717,2,tackle,99
718,2,tackle,105
719,1,kick,0
720,3,pass,0
721,1,kick,0
722,1,kick,0
723,1,kick,0
724,2,tackle,109
725,2,tackle,84
726,2,tackle,91
727,3,pass,0
728,1,kick,0
729,3,pass,0
730,1,kick,0
731,3,pass,0
732,3,pass,0
733,1,kick,0
734,3,pass,0
735,2,tackle,106
736,1,kick,0
737,2,tackle,78
738,2,tackle,115
739,2,tackle,89
740,2,tackle,89
741,1,kick,0
742,1,kick,0
743,1,kick,0
744,1,kick,0
745,3,pass,0
746,2,tackle,72
747,3,pass,0
748,1,kick,0
749,3,pass,0
750,3,pass,0
751,2,tackle,108
752,2,tackle,90
753,3,pass,0
754,1,kick,0
755,1,kick,0
756,1,kick,0
757,3,pass,0
758,2,tackle,107
759,2,tackle,94
760,3,pass,0
761,1,kick,0
762,2,tackle,93
763,1,kick,0
764,2,tackle,89
765,2,tackle,74
766,3,pass,0
767,3,pass,0
768,2,tackle,90
769,1,kick,0
770,2,tackle,116
771,3,pass,0
772,1,kick,0
773,1,kick,0
774,2,tackle,86
775,2,tackle,97
776,3,pass,0
777,3,pass,0
778,1,kick,0
779,3,pass,0
780,3,pass,0
781,3,pass,0
782,1,kick,0
783,1,kick,0
784,2,tackle,110
785,2,tackle,90
786,1,kick,0
787,2,tackle,99
788,2,tackle,114
789,2,tackle,94
790,3,pass,0
791,2,tackle,68
792,3,pass,0
793,1,kick,0
794,3,pass,0
795,1,kick,0
796,1,kick,0
797,3,pass,0
798,3,pass,0
799,2,tackle,80
800,3,pass,0
801,1,kick,0
802,1,kick,0
803,2,tackle,76
804,1,kick,0
805,3,pass,0
806,2,tackle,87
807,3,pass,0
808,2,tackle,68
809,3,pass,0
810,1,kick,0
811,2,tackle,100
812,1,kick,0
813,2,tackle,83
814,3,pass,0
815,1,kick,0
816,1,kick,0
817,1,kick,0
818,3,pass,0
819,1,kick,0
820,3,pass,0
821,3,pass,0
822,3,pass,0
823,2,tackle,107
824,3,pass,0
825,3,pass,0
826,2,tackle,79
827,2,tackle,77
828,3,pass,0
829,3,pass,0
830,3,pass,0
831,1,kick,0
832,1,kick,0
833,1,kick,0
834,1,kick,0
835,3,pass,0
836,1,kick,0
837,2,tackle,88
838,1,kick,0
839,3,pass,0
840,3,pass,0
841,1,kick,0
842,3,pass,0
843,1,kick,0
844,2,tackle,92
845,2,tackle,86
846,1,kick,0
847,1,kick,0
848,3,pass,0
849,1,kick,0
850,1,kick,0
851,1,kick,0
852,2,tackle,87
853,1,kick,0
854,2,tackle,95
855,3,pass,0
856,2,tackle,88
857,1,kick,0
858,2,tackle,91
859,2,tackle,92
860,3,pass,0
861,3,pass,0
862,1,kick,0
863,3,pass,0
864,2,tackle,67
865,3,pass,0
866,2,tackle,69
867,3,pass,0
868,1,kick,0
869,3,pass,0
870,2,tackle,66
871,2,tackle,69
872,2,tackle,114
873,1,kick,0
874,3,pass,0
875,1,kick,0
876,1,kick,0
877,2,tackle,87
878,2,tackle,98
879,1,kick,0
880,2,tackle,102
881,1,kick,0
882,2,tackle,115
883,2,tackle,93
884,2,tackle,101
885,1,kick,0
886,3,pass,0
887,3,pass,0
888,2,tackle,103
889,1,kick,0
890,3,pass,0
891,2,tackle,82
892,3,pass,0
893,1,kick,0
894,1,kick,0
895,3,pass,0
896,2,tackle,110
897,1,kick,0
898,1,kick,0
899,2,tackle,79
900,3,pass,0
901,2,tackle,83
902,3,pass,0
903,2,tackle,107
904,2,tackle,98
905,2,tackle,70
906,1,kick,0
907,2,tackle,89
908,2,tackle,80
909,2,tackle,74
910,2,tackle,110
911,1,kick,0
912,2,tackle,71
913,2,tackle,108
914,3,pass,0
915,2,tackle,111
916,3,pass,0
917,1,kick,0
918,3,pass,0
919,3,pass,0
920,3,pass,0
921,1,kick,0
922,3,pass,0
923,3,pass,0
924,3,pass,0
925,1,kick,0
926,3,pass,0
927,3,pass,0
928,3,pass,0
929,3,pass,0
930,1,kick,0
931,1,kick,0
932,1,kick,0
933,3,pass,0
934,1,kick,0
935,3,pass,0
936,3,pass,0
937,1,kick,0
938,1,kick,0
939,1,kick,0
940,2,tackle,91
941,1,kick,0
942,3,pass,0
943,1,kick,0
944,3,pass,0
945,3,pass,0
946,2,tackle,98
947,1,kick,0
948,1,kick,0
949,3,pass,0
950,2,tackle,101
951,3,pass,0
952,2,tackle,93
953,3,pass,0
954,2,tackle,99
955,1,kick,0
956,3,pass,0
957,3,pass,0
958,1,kick,0
959,1,kick,0
960,1,kick,0
961,2,tackle,81
962,2,tackle,67
963,2,tackle,98
964,1,kick,0
965,1,kick,0
966,2,tackle,107
967,2,tackle,80
968,3,pass,0
969,1,kick,0
970,3,pass,0
971,1,kick,0
972,2,tackle,84
973,2,tackle,79
974,2,tackle,101
975,2,tackle,79
976,1,kick,0
977,1,kick,0
978,2,tackle,113
979,1,kick,0
980,2,tackle,78
981,2,tackle,69
982,3,pass,0
983,3,pass,0
984,3,pass,0
985,3,pass,0
986,1,kick,0
987,2,tackle,92
988,3,pass,0
989,2,tackle,94
990,1,kick,0
991,2,tackle,67
992,3,pass,0
993,1,kick,0
994,1,kick,0
995,1,kick,0
996,3,pass,0
997,3,pass,0
998,1,kick,0
999,2,tackle,116
1000,3,pass,0
1001,3,pass,0
1002,3,pass,0
1003,2,tackle,79
1004,3,pass,0
1005,1,kick,0
1006,1,kick,0
1007,3,pass,0
1008,1,kick,0
1009,2,tackle,93
1010,1,kick,0
1011,3,pass,0
1012,3,pass,0
1013,3,pass,0
1014,2,tackle,90
1015,1,kick,0
1016,3,pass,0
1017,2,tackle,83
1018,2,tackle,86
1019,2,tackle,92
1020,3,pass,0
1021,2,tackle,99
1022,3,pass,0
1023,2,tackle,77
1024,2,tackle,101
1025,2,tackle,77
1026,2,tackle,85
1027,1,kick,0
1028,3,pass,0
1029,1,kick,0
1030,2,tackle,77
1031,2,tackle,104
1032,1,kick,0
1033,2,tackle,95
1034,3,pass,0
1035,1,kick,0
1036,2,tackle,79
1037,3,pass,0
1038,1,kick,0
1039,2,tackle,86
1040,1,kick,0
1041,3,pass,0
1042,1,kick,0
1043,2,tackle,67
1044,1,kick,0
1045,3,pass,0
1046,2,tackle,81
1047,3,pass,0
1048,3,pass,0
1049,1,kick,0
1050,2,tackle,80
1051,3,pass,0
1052,1,kick,0
1053,2,tackle,106
1054,2,tackle,96
1055,3,pass,0
1056,3,pass,0
1057,2,tackle,85
1058,3,pass,0
1059,1,kick,0
1060,2,tackle,105
1061,2,tackle,101
1062,1,kick,0
1063,2,tackle,68
1064,1,kick,0
1065,2,tackle,105
1066,1,kick,0
1067,3,pass,0
1068,2,tackle,112
1069,2,tackle,71
1070,3,pass,0
1071,3,pass,0
1072,3,pass,0
1073,1,kick,0
1074,1,kick,0
1075,3,pass,0
1076,3,pass,0
1077,2,tackle,95
1078,2,tackle,75
1079,2,tackle,116
1080,3,pass,0
1081,3,pass,0
1082,1,kick,0
1083,1,kick,0
1084,2,tackle,86
1085,3,pass,0
1086,3,pass,0
1087,2,tackle,109
1088,1,kick,0
1089,3,pass,0
1090,2,tackle,111
1091,1,kick,0
1092,1,kick,0
1093,1,kick,0
1094,3,pass,0
1095,3,pass,0
1096,1,kick,0
1097,1,kick,0
1098,1,kick,0
1099,3,pass,0
1100,2,tackle,106
1101,1,kick,0
1102,3,pass,0
1103,3,pass,0
1104,1,kick,0
1105,1,kick,0
1106,3,pass,0
1107,3,pass,0
1108,2,tackle,73
1109,1,kick,0
1110,1,kick,0
1111,2,tackle,66
1112,2,tackle,72
1113,3,pass,0
1114,1,kick,0
1115,1,kick,0
1116,2,tackle,116
1117,2,tackle,79
1118,2,tackle,106
1119,1,kick,0
1120,2,tackle,93
1121,2,tackle,66
1122,2,tackle,84
1123,3,pass,0
1124,2,tackle,109
1125,2,tackle,76
1126,1,kick,0
1127,3,pass,0
1128,1,kick,0
1129,3,pass,0
1130,1,kick,0
1131,3,pass,0
1132,2,tackle,81
1133,3,pass,0
1134,3,pass,0
1135,1,kick,0
1136,3,pass,0
1137,3,pass,0
1138,3,pass,0
1139,3,pass,0
1140,3,pass,0
1141,2,tackle,101
1142,1,kick,0
1143,1,kick,0
1144,2,tackle,103
1145,1,kick,0
1146,1,kick,0
1147,2,tackle,110
1148,2,tackle,85
1149,2,tackle,113
1150,3,pass,0
1151,1,kick,0
1152,2,tackle,78
1153,3,pass,0
1154,1,kick,0
1155,2,tackle,88
1156,3,pass,0
1157,1,kick,0
1158,1,kick,0
1159,1,kick,0
1160,2,tackle,98
1161,2,tackle,86
1162,3,pass,0
1163,3,pass,0
1164,3,pass,0
1165,1,kick,0
1166,3,pass,0
1167,2,tackle,111
1168,3,pass,0
1169,3,pass,0
1170,3,pass,0
1171,1,kick,0
1172,2,tackle,98
1173,2,tackle,112
1174,2,tackle,110
1175,2,tackle,91
1176,1,kick,0
1177,2,tackle,98
1178,1,kick,0
1179,3,pass,0
1180,3,pass,0
1181,2,tackle,91
1182,3,pass,0
1183,2,tackle,66
1184,2,tackle,90
1185,2,tackle,115
1186,2,tackle,93
1187,1,kick,0
1188,3,pass,0
1189,1,kick,0
1190,2,tackle,66
1191,3,pass,0
1192,3,pass,0
1193,3,pass,0
1194,1,kick,0
1195,2,tackle,102
1196,3,pass,0
1197,2,tackle,108
1198,2,tackle,74
1199,3,pass,0
1200,2,tackle,76
1201,3,pass,0
1202,1,kick,0
1203,2,tackle,71
1204,2,tackle,78
1205,1,kick,0
1206,1,kick,0
1207,2,tackle,109
1208,3,pass,0
1209,1,kick,0
1210,1,kick,0
1211,2,tackle,86
1212,2,tackle,98
1213,2,tackle,85
1214,2,tackle,81
1215,3,pass,0
1216,3,pass,0
1217,3,pass,0
1218,3,pass,0
1219,2,tackle,94
1220,1,kick,0
1221,2,tackle,83
1222,3,pass,0
1223,3,pass,0
1224,2,tackle,112
1225,3,pass,0
1226,2,tackle,114
1227,2,tackle,116
1228,1,kick,0
1229,1,kick,0
1230,3,pass,0
1231,3,pass,0
1232,3,pass,0
1233,3,pass,0
1234,3,pass,0
1235,2,tackle,92
1236,1,kick,0
1237,1,kick,0
1238,1,kick,0
1239,1,kick,0
1240,1,kick,0
1241,2,tackle,114
1242,3,pass,0
1243,2,tackle,102
1244,3,pass,0
1245,1,kick,0
1246,1,kick,0
1247,3,pass,0
1248,3,pass,0
1249,3,pass,0
1250,3,pass,0
1251,1,kick,0
1252,2,tackle,111
1253,2,tackle,86
1254,1,kick,0
1255,1,kick,0
1256,2,tackle,107
1257,1,kick,0
1258,3,pass,0
1259,3,pass,0
1260,3,pass,0
1261,3,pass,0
1262,2,tackle,97
1263,2,tackle,108
1264,1,kick,0
1265,1,kick,0
1266,1,kick,0
1267,3,pass,0
1268,1,kick,0
1269,2,tackle,111
1270,2,tackle,91
1271,1,kick,0
1272,2,tackle,79
1273,2,tackle,84
1274,1,kick,0
1275,2,tackle,111
1276,3,pass,0
1277,2,tackle,108
1278,1,kick,0
1279,1,kick,0
1280,2,tackle,77
1281,3,pass,0
1282,1,kick,0
1283,1,kick,0
1284,1,kick,0
1285,1,kick,0
1286,3,pass,0
1287,1,kick,0
1288,2,tackle,77
1289,3,pass,0
1290,3,pass,0
1291,1,kick,0
1292,1,kick,0
1293,1,kick,0
1294,1,kick,0
1295,1,kick,0
1296,2,tackle,85
1297,3,pass,0
1298,2,tackle,85
1299,2,tackle,109
1300,1,kick,0
1301,1,kick,0
1302,1,kick,0
1303,1,kick,0
1304,2,tackle,98
1305,3,pass,0
1306,2,tackle,75
1307,1,kick,0
1308,1,kick,0
1309,1,kick,0
1310,1,kick,0
1311,3,pass,0
1312,2,tackle,78
1313,2,tackle,101
1314,2,tackle,107
1315,1,kick,0
1316,1,kick,0
1317,3,pass,0
1318,3,pass,0
1319,1,kick,0
1320,2,tackle,80
1321,3,pass,0
1322,2,tackle,107
1323,2,tackle,77
1324,2,tackle,92
1325,3,pass,0
1326,3,pass,0
1327,3,pass,0
1328,2,tackle,104
1329,3,pass,0
1330,2,tackle,90
1331,1,kick,0
1332,2,tackle,67
1333,2,tackle,93
1334,3,pass,0
1335,1,kick,0
1336,1,kick,0
1337,1,kick,0
1338,3,pass,0
1339,1,kick,0
1340,1,kick,0
1341,3,pass,0
1342,2,tackle,96
1343,1,kick,0
1344,3,pass,0
1345,2,tackle,77
1346,3,pass,0
1347,2,tackle,87
1348,1,kick,0
1349,2,tackle,110
1350,1,kick,0
1351,1,kick,0
1352,1,kick,0
1353,1,kick,0
1354,1,kick,0
1355,1,kick,0
1356,1,kick,0
1357,1,kick,0
1358,1,kick,0
1359,2,tackle,66
1360,1,kick,0
1361,3,pass,0
1362,2,tackle,81
1363,3,pass,0
1364,2,tackle,101
1365,3,pass,0
1366,1,kick,0
1367,1,kick,0
1368,1,kick,0
1369,3,pass,0
1370,3,pass,0
1371,3,pass,0
1372,1,kick,0
1373,1,kick,0
1374,3,pass,0
1375,3,pass,0
1376,3,pass,0
1377,1,kick,0
1378,1,kick,0
1379,2,tackle,80
1380,3,pass,0
1381,2,tackle,111
1382,1,kick,0
1383,3,pass,0
1384,3,pass,0
1385,1,kick,0
1386,3,pass,0
1387,2,tackle,71
1388,3,pass,0
1389,3,pass,0
1390,2,tackle,85
1391,3,pass,0
1392,1,kick,0
1393,3,pass,0
1394,1,kick,0
1395,2,tackle,88
1396,3,pass,0
1397,1,kick,0
1398,3,pass,0
1399,3,pass,0
1400,2,tackle,80
1401,1,kick,0
1402,2,tackle,95
1403,1,kick,0
1404,3,pass,0
1405,1,kick,0
1406,3,pass,0
1407,1,kick,0
1408,2,tackle,111
1409,3,pass,0
1410,1,kick,0
1411,3,pass,0
1412,1,kick,0
1413,3,pass,0
1414,1,kick,0
1415,2,tackle,97
1416,3,pass,0
1417,2,tackle,88
1418,2,tackle,94
1419,3,pass,0
1420,3,pass,0
1421,2,tackle,78
1422,1,kick,0
1423,3,pass,0
1424,2,tackle,106
1425,3,pass,0
1426,3,pass,0
1427,2,tackle,97
1428,3,pass,0
1429,1,kick,0
1430,3,pass,0
1431,2,tackle,84
1432,3,pass,0
1433,1,kick,0
1434,3,pass,0
1435,1,kick,0
1436,3,pass,0
1437,2,tackle,102
1438,1,kick,0
1439,2,tackle,77
1440,3,pass,0
1441,1,kick,0
1442,2,tackle,88
1443,1,kick,0
1444,3,pass,0
1445,2,tackle,78
1446,2,tackle,109
1447,3,pass,0
1448,2,tackle,90
1449,2,tackle,83
1450,1,kick,0
